Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Acheivement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Acheivement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Acheivement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some Unviersity Education,Percentage of JK-Grade 3 Classes With 20 Students or Fewer,Percentage of JK-Grade 3 Classes With 23 Students or Fewer,Extract Date
B28010,Algoma DSB,Pub Dist Sch Brd (E/F),895270,W C Eaket Secondary School,Public,Not applicable,Secondary,English,9-12,NA,2000,147 Woodward,Blind River,Blind River,Ontario,P0R1B0,705-356-2221,705-356-2596,http://eaket.adsb.on.ca/,http://www.adsb.on.ca, 179 ,46.18877,-82.94673,SP,100,SP,SP,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79%,-7,47%,-10,62%,4,26.34,6.15,NA,NA,Dec-04-17
B28010,Algoma DSB,Pub Dist Sch Brd (E/F),953148,White Pines Collegiate and Vocational School,Public,Not applicable,Secondary,English,Pre-Grade 9-12,NA,NA,1007 Trunk,Sault Ste. Marie,Sault Ste Marie,Ontario,P6A5K9,705-945-7181,705-945-0726,http://WhitePines.adsb.on.ca,http://www.adsb.on.ca, 504 ,46.52684,-84.25603,SP,99.8,SP,SP,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75%,-1,42%,-7,52%,-18,24.96,3.88,NA,NA,Dec-04-17
B28010,Algoma DSB,Pub Dist Sch Brd (E/F),144872,White Pines Intermediate School,Public,Not applicable,Elementary,English,7-8,NA,NA,1007 Trunk Road,Sault Ste. Marie,SAULT STE. MARIE,Ontario,P6A5K9,NA,NA,http://www.adsb.on.ca/content/schools/school_details.asp?SchoolID=93,http://www.adsb.on.ca, 54 ,46.52799174,-84.25992983,NA,100,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.21,SP,NA,NA,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),765031,Archbishop O'Sullivan Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,974 Pembridge,Kingston,Kingston,Ontario,K7P1A3,613-389-1891,613-389-8409,http://schools.alcdsb.on.ca/abos/,http://www.alcdsb.on.ca, 250 ,44.2496,-76.58494,4.4,99.6,SP,SP,22.8,NA,91%,-5,100%,4,71%,-21,78%,7,88%,13,47%,14,NA,NA,NA,NA,NA,NA,9.2,23.51,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),827681,Cathedrale Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,301 Johnson,Kingston,Kingston,Ontario,K7L1Y5,613-546-7555,613-546-0760,http://schools.alcdsb.on.ca/ecth/default.aspx,http://www.alcdsb.on.ca, 281 ,44.23167,-76.49098,4.3,98.2,SP,SP,3.6,NA,95%,33,82%,20,76%,-1,92%,-8,92%,-3,69%,-7,NA,NA,NA,NA,NA,NA,13.63,19.34,0.8,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),708011,Georges Vanier Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,100 Tracey,Belleville,Belleville,Ontario,K8P2R8,613-962-7541,613-391-0169,http://schools.alcdsb.on.ca/gvan/,http://www.alcdsb.on.ca, 315 ,44.18404,-77.40125,3.5,100,SP,SP,13,NA,66%,19,66%,24,53%,16,78%,13,87%,22,48%,22,NA,NA,NA,NA,NA,NA,15.8,12.42,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),715298,Holy Cross Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,1085 Woodbine,Kingston,Kingston,Ontario,K7P2V9,613-384-1919,613-384-8665,http://hcss.alcdsb.on.ca/,http://www.alcdsb.on.ca," 1,088 ",44.25899,-76.59873,4.7,99.1,1.2,1.4,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79%,-3,40%,-29,81%,-9,13.33,15.59,NA,NA,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),716669,Holy Family Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,114 Wiley,Kingston,Kingston,Ontario,K7K5B5,613-546-5981,613-546-0463,http://schools.alcdsb.on.ca/hfmy/,http://www.alcdsb.on.ca, 199 ,44.26093,-76.4899,SP,99,SP,SP,23.6,NA,27%,-14,23%,-36,9%,-39,70%,13,70%,27,55%,26,NA,NA,NA,NA,NA,NA,36.09,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),717703,Holy Name Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,370 Kingston Mills,Kingston,Kingston,Ontario,K7L5H6,613-542-8611,613-549-6979,http://schools.alcdsb.on.ca/name/About%20Us.aspx,http://www.alcdsb.on.ca, 123 ,44.30068,-76.42419,NA,100,NA,NA,17.9,NA,100%,8,90%,-10,90%,7,85%,-8,85%,-1,54%,-17,NA,NA,NA,NA,NA,NA,9.85,14.82,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),865257,Holy Name of Mary Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,7314 Old Highway,Tyendinaga,Marysville,Ontario,K0K2N0,613-396-2741,613-396-6554,http://schools.alcdsb.on.ca/namm/default.aspx,http://www.alcdsb.on.ca, 87 ,44.22671,-77.13684,SP,100,NA,NA,12.6,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,20.36,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),719919,Holy Rosary Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,10 Prince of Wales,Belleville,Belleville,Ontario,K8P2T4,613-962-2305,613-391-0168,http://schools.alcdsb.on.ca/rosa/contactus.aspx,http://www.alcdsb.on.ca, 213 ,44.17815,-77.38449,SP,100,NA,NA,12.7,NA,50%,-24,67%,0,50%,-6,62%,-10,53%,-3,28%,-16,NA,NA,NA,NA,NA,NA,16.48,7.96,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),735523,J J O'Neill Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,240 Marilyn,Greater Napanee,Napanee,Ontario,K7R2L4,613-354-9500,613-345-6970,http://schools.alcdsb.on.ca/jjon/default.aspx,http://www.alcdsb.on.ca, 294 ,44.24701,-76.9636,SP,99.7,SP,SP,22.1,NA,46%,-15,67%,-7,50%,-18,77%,5,80%,30,33%,-6,NA,NA,NA,NA,NA,NA,11.46,4.67,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),724068,John XXIII Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,736 High Gate Park,Kingston,Kingston,Ontario,K7M5Z9,613-389-4388,613-389-9995,http://schools.alcdsb.on.ca/john/,http://www.alcdsb.on.ca, 239 ,44.24649,-76.60394,SP,100,SP,SP,15.9,NA,84%,17,84%,-6,89%,19,100%,7,96%,-1,72%,-11,NA,NA,NA,NA,NA,NA,8.47,20.38,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),728420,Loyola Community Learning Centre,Catholic,Adult,Secondary,English,9-12,NA,NA,1440 Princess,Kingston,Kingston,Ontario,K7M3E5,613-544-3361,613-547-0999,http://www.alcdsb.on.ca/ourschools/default.aspx?master=/ourschools/ourschools.master,http://www.alcdsb.on.ca, 323 ,44.2508,-76.5329,6.5,98.8,SP,SP,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.58,4.6,NA,NA,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),773875,Mother Teresa Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1044 Lancaster,Kingston,Kingston,Ontario,K7P2L6,613-384-8644,613-384-0183,http://schools.alcdsb.on.ca/trsa/,http://www.alcdsb.on.ca, 343 ,44.25586,-76.59818,SP,99.1,SP,SP,5.8,NA,87%,20,93%,15,67%,0,97%,4,97%,0,51%,-18,NA,NA,NA,NA,NA,NA,5.34,43.07,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),835099,Nicholson Catholic College,Catholic,Not applicable,Secondary,English,9-12,NA,NA,301 Church,Belleville,Belleville,Ontario,K8N3C7,613-967-0404,613-967-1963,http://www.nccschool.org/,http://www.alcdsb.on.ca, 483 ,44.16855,-77.38251,7.7,98.3,SP,SP,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72%,-10,38%,14,91%,-2,19.48,7.78,NA,NA,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),742279,Our Lady of Fatima Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,300 Sidney,Belleville,Belleville,Ontario,K8P3Z3,613-962-2162,613-962-5935,http://schools.alcdsb.on.ca/ofat/default.aspx,http://www.alcdsb.on.ca, 162 ,44.16552,-77.40142,6.8,99.4,NA,NA,20.4,NA,73%,26,73%,20,41%,9,76%,-15,90%,22,43%,-12,NA,NA,NA,NA,NA,NA,19.23,12.01,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),746568,Our Lady of Lourdes Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,20 Cranbrook,Kingston,Kingston,Ontario,K7M4M9,613-389-2800,613-389-9551,http://schools.alcdsb.on.ca/lady/,http://www.alcdsb.on.ca, 299 ,44.22013,-76.57084,NA,100,SP,SP,20.7,NA,90%,-6,90%,-10,83%,-8,79%,11,79%,18,43%,11,NA,NA,NA,NA,NA,NA,7.49,30.59,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),746690,Our Lady of Mercy Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,Box 778,192 Bridge,Bancroft,Bancroft,Ontario,K0L1C0,613-332-3300,613-332-0523,http://schools.alcdsb.on.ca/omer/default.aspx,http://www.alcdsb.on.ca, 170 ,45.05601,-77.8624,SP,100,NA,NA,20.6,NA,N/R,NA,N/R,NA,N/R,NA,79%,-10,86%,8,50%,-17,NA,NA,NA,NA,NA,NA,22.66,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),706264,Our Lady of Mount Carmel Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,97 Park,Loyalist,Amherstview,Ontario,K7N1L7,613-389-1122,613-389-9684,http://schools.alcdsb.on.ca/olmc/default.aspx,http://www.alcdsb.on.ca, 459 ,44.2236,-76.64065,SP,99.6,SP,SP,11.8,NA,66%,4,75%,10,77%,8,71%,-10,74%,6,23%,-15,NA,NA,NA,NA,NA,NA,8.23,11.42,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),752932,Regiopolis/Notre-Dame Catholic High School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,130 Russell,Kingston,Kingston,Ontario,K7K2E9,613-545-1902,613-548-4024,http://www.reginotredame.ca/,http://www.alcdsb.on.ca," 1,049 ",44.24334,-76.49391,5.4,97.5,1.2,1.2,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87%,-6,60%,7,88%,-3,19.11,7.92,NA,NA,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),756830,Sacred Heart Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,Box 280,42 Bursthall,Marmora and Lake,Marmora,Ontario,K0K2M0,613-472-2625,613-472-0540,http://schools.alcdsb.on.ca/shrb/default.aspx,http://www.alcdsb.on.ca, 147 ,44.48104,-77.67865,SP,100,NA,NA,18.4,NA,77%,13,77%,4,62%,-2,62%,-14,62%,21,12%,-6,NA,NA,NA,NA,NA,NA,23.34,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),764370,Sacred Heart Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,General Delivery,31 Thomas Bata,Quinte West,Batawa,Ontario,K0K1E0,613-398-6393,613-398-0589,http://schools.alcdsb.on.ca/shrt/,http://www.alcdsb.on.ca, 138 ,44.17001,-77.59641,SP,100,NA,NA,10.9,NA,75%,0,83%,8,33%,-23,50%,-25,50%,-17,8%,-17,NA,NA,NA,NA,NA,NA,9.93,9.94,0.5,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),868370,Sacred Heart Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,59,57 Hwy,Frontenac Islands,Wolfe Island,Ontario,K0H2Y0,613-385-2348,613-385-1415,http://schools.alcdsb.on.ca/shrm/default.aspx,http://www.alcdsb.on.ca, 53 ,44.19003,-76.44197,NA,100,NA,NA,SP,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,SP,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),781142,St Carthagh Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,P.O. Bag 279,114 Hungerford,Tweed,Tweed,Ontario,K0K3J0,613-478-2601,613-478-6127,http://schools.alcdsb.on.ca/cart/default.aspx,http://www.alcdsb.on.ca, 153 ,44.47874,-77.31695,SP,100,NA,NA,13.7,NA,73%,-12,60%,-25,60%,-5,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,15.03,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),796220,St Gregory Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,Box 2449,7 Owen,Prince Edward County,Picton,Ontario,K0K2T0,613-476-2461,613-476-8937,http://schools.alcdsb.on.ca/greg/,http://www.alcdsb.on.ca, 269 ,44.00879,-77.13262,SP,99.3,NA,SP,SP,NA,48%,-17,74%,-3,52%,-9,92%,30,100%,42,72%,39,NA,NA,NA,NA,NA,NA,17.13,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),799556,St James Major,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,14608 Hwy,Essex,Sharbot Lake,Ontario,K0H2P0,613-279-3300,NA,http://schools.alcdsb.on.ca/jams/default.aspx,http://www.alcdsb.on.ca, 46 ,44.77277,-76.68831,NA,100,NA,NA,SP,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,SP,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),815330,St Joseph Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,405 Bridge,Belleville,Belleville,Ontario,K8N1P7,613-962-3653,613-391-0170,http://schools.alcdsb.on.ca/jose/default.aspx,http://www.alcdsb.on.ca, 321 ,44.16896,-77.35838,SP,99.4,NA,NA,10.3,NA,68%,-7,59%,-7,53%,-13,93%,14,90%,17,67%,-6,NA,NA,NA,NA,NA,NA,13.73,18.88,0.75,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),695602,St Joseph School,Catholic,Not applicable,Elementary,English,JK-5,NA,NA,671 Brock,Kingston,Kingston,Ontario,K7L1V7,613-542-4352,NA,http://schools.alcdsb.on.ca/sjsm/default.aspx,http://www.alcdsb.on.ca, NA ,44.23329,-76.50685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),830984,St Marguerite Bourgeoys Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,355 Waterloo,Kingston,Kingston,Ontario,K7M8P5,613-549-4499,613-549-9903,http://schools.alcdsb.on.ca/marg/default.aspx,http://www.alcdsb.on.ca, 436 ,44.25374,-76.55339,SP,100,SP,SP,17.7,NA,81%,29,81%,6,64%,6,89%,9,78%,-6,49%,10,NA,NA,NA,NA,NA,NA,11.24,28.75,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),823570,St Martha Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,455 St Martha,Kingston,Kingston,Ontario,K7K7C2,613-544-4050,613-544-5341,http://schools.alcdsb.on.ca/mart/default.aspx,http://www.alcdsb.on.ca, 407 ,44.26573,-76.4467,4.9,96.6,SP,3.7,17.4,NA,76%,2,71%,-5,39%,-32,81%,1,81%,11,55%,3,NA,NA,NA,NA,NA,NA,3.99,55.53,0.8,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),824330,St Martin of Tours Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,177,1 Post,Timmins,Whitney,Ontario,K0J2M0,613-637-2720,613-637-2873,http://schools.alcdsb.on.ca/stpk/default.aspx,http://www.alcdsb.on.ca, 22 ,45.49137,-78.23608,NA,100,NA,NA,SP,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,SP,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),831840,St Mary Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,85 Campbell,Quinte West,Trenton,Ontario,K8V3A2,613-392-3538,613-392-2368,http://schools.alcdsb.on.ca/stpe/default.aspx,http://www.alcdsb.on.ca, 440 ,44.10885,-77.5662,SP,99.3,SP,SP,10.7,NA,75%,17,62%,-10,49%,-5,84%,6,88%,19,26%,-15,NA,NA,NA,NA,NA,NA,15.34,3.77,0.5,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),865125,St Mary Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,1285 Read,Tyendinaga,Shannonville,Ontario,K0K3A0,613-396-5430,613-396-6555,NA,http://www.alcdsb.on.ca, 83 ,44.3069,-77.22173,SP,100,NA,NA,SP,NA,N/R,NA,N/R,NA,N/R,NA,91%,NA,100%,NA,45%,NA,NA,NA,NA,NA,NA,NA,SP,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),834688,St Michael Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,273 Church,Belleville,Belleville,Ontario,K8N3C7,613-968-5765,613-391-0171,http://schools.alcdsb.on.ca/paul/default.aspx,http://www.alcdsb.on.ca, 597 ,44.16771,-77.38212,2.8,99.7,SP,SP,4.5,NA,61%,6,56%,4,39%,9,77%,-7,67%,-6,23%,-1,NA,NA,NA,NA,NA,NA,18.77,10.2,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),764248,St Patrick Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,6041 HW Y,Stone Mills,Erinsville,Ontario,K0K2A0,613-379-2991,613-379-5627,http://schools.alcdsb.on.ca/paul/default.aspx,http://www.alcdsb.on.ca, 23 ,44.48645,-77.0527,SP,91.3,SP,NA,SP,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,SP,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),838861,St Patrick Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,158 Patrick,Kingston,Kingston,Ontario,K7K3P5,613-542-1437,613-542-9333,http://schools.alcdsb.on.ca/pett/default.aspx,http://www.alcdsb.on.ca, 50 ,44.24081,-76.49021,NA,100,NA,NA,42,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,33.99,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),841773,St Patrick Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,3889 Wilton,South Frontenac,Harrowsmith,Ontario,K0H1V0,613-372-2251,613-372-2726,http://schools.alcdsb.on.ca/petr/,http://www.alcdsb.on.ca, 232 ,44.39978,-76.67004,NA,100,NA,NA,12.1,NA,100%,33,97%,16,90%,9,72%,-21,72%,-15,44%,-3,NA,NA,NA,NA,NA,NA,10.04,5.87,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),706744,St Paul Catholic Elementary School,Catholic,Not applicable,Elementary,English,7-8,NA,NA,15 Tripp,Quinte West,Trenton,Ontario,K8V6M2,NA,NA,http://sainttheresa.ca/,http://www.alcdsb.on.ca, 136 ,44.0943,-77.59737,SP,98.5,SP,SP,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.58,SP,NA,NA,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),842761,St Paul Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,266 McMahon,Kingston,Kingston,Ontario,K7M3H2,613-542-6101,613-542-3784,http://schools.alcdsb.on.ca/sttm/default.aspx,http://www.alcdsb.on.ca, 166 ,44.24963,-76.52414,SP,100,NA,NA,20.5,NA,86%,12,100%,16,86%,12,86%,19,93%,-7,64%,17,NA,NA,NA,NA,NA,NA,15.98,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),841358,St Paul Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,15 Tripp,Quinte West,Trenton,Ontario,K8V6M2,613-394-4843,613-394-2684,NA,http://www.alcdsb.on.ca, 355 ,44.09403,-77.59805,SP,99.7,SP,SP,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88%,15,54%,-15,79%,-6,17.62,3.92,NA,NA,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),844845,St Peter Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,48 Seventh,Quinte West,Kingston,Ontario,K7K2M4,613-542-3691,613-542-4729,http://www.avonmaitlandschools.ca/annehathaway/,http://www.alcdsb.on.ca, 73 ,44.2473,-76.50063,SP,100,SP,SP,17.8,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,25.87,SP,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),845493,St Peter Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,15A Tripp,Kingston,Trenton,Ontario,K8V6M2,613-392-6577,613-392-3191,http://amdec.ca/,http://www.alcdsb.on.ca, 265 ,44.09989,-77.57898,SP,99.2,SP,SP,12.8,NA,61%,11,75%,21,49%,6,85%,26,80%,21,55%,29,NA,NA,NA,NA,NA,NA,12.56,10.76,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),851752,St Theresa Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,135 Adam,Belleville,Belleville,Ontario,K8N5S1,613-968-6993,613-968-9470,http://www.avonmaitlandschools.ca/avon/,http://www.alcdsb.on.ca, 739 ,44.19052,-77.38185,1.6,99.3,SP,SP,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78%,11,33%,-5,76%,-9,17.06,4.43,NA,NA,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),856150,St Thomas More Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,234 Norman Rogers,Kingston,Kingston,Ontario,K7M2R4,613-542-1575,613-544-3970,http://www.avonmaitlandschools.ca/bedford/,http://www.alcdsb.on.ca, 233 ,44.23513,-76.524,12.4,98.3,6.4,5.6,23.2,NA,79%,25,79%,17,74%,24,96%,8,96%,15,75%,21,NA,NA,NA,NA,NA,NA,22.07,12.72,1,1,Dec-04-17
B67202,Algonquin and Lakeshore CDSB,Cath Dist Sch Brd (E/F),756642,St. Francis of Assisi Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,114 Wiley,Kingston,Kingston,Ontario,K7K5B5,NA,NA,http://www.avonmaitlandschools.ca/bluewatercoast/,http://www.alcdsb.on.ca, NA ,44.2608581,-76.490657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-04-17
B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),019313,Anne Hathaway Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,77 Bruce,Stratford,Stratford,Ontario,N5A4A2,519-271-8576,519-271-8516,http://www.avonmaitlandschools.ca/brookside/,http://blog.amdsb.ca/, 390 ,43.3579,-80.97202,4.1,99.2,SP,2.6,9.2,3.1,72%,NA,74%,NA,61%,NA,86%,NA,75%,NA,59%,NA,NA,NA,NA,NA,NA,NA,16.65,5.84,0.875,1,Dec-04-17
B66010,Avon Maitland DSB,Pub Dist Sch Brd (E/F),893048,Avon Maitland District E-learning Centre,Public,Not applicable,Secondary,English,9-12,NA,NA,165 Princess,Central Huron,Clinton,Ontario,N0M1L0,519-482-5428,519-482-8795,http://conrkuip.typepad.com/chss_chronicle/,http://blog.amdsb.ca/, 221 ,43.618600218,-81.532563948,7.2,94.6,SP,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/D,NA,N/D,NA,N/D,NA,16.63,14.13,NA,NA,Dec-04-17
